code;code0;code1;nivel0;nivel1
T83;S00-T88;T80-T88;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;COMPLICACIONES DE LA ATENCIÓN MÉDICA Y QUIRÚRGICA, NO CLASIFICADAS EN OTRA PARTE
T92;S00-T88;T90-T98;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;SECUELAS DE TRAUMATISMOS, DE ENVENENAMIENTOS Y DE OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS
T019;S00-T88;T00-T07;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS QUE AFECTAN MÚLTIPLES REGIONES DEL CUERPO
S529;S00-T88;S50-S59;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL ANTEBRAZO Y DEL CODO
T049;S00-T88;T00-T07;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS QUE AFECTAN MÚLTIPLES REGIONES DEL CUERPO
T50;S00-T88;T36-T50;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;ENVENENAMIENTO POR DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLÓGICAS
S06;S00-T88;S00-S09;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DE LA CABEZA
T009;S00-T88;T00-T07;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS QUE AFECTAN MÚLTIPLES REGIONES DEL CUERPO
S33;S00-T88;S30-S39;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL ABDOMEN, DE LA REGIÓN LUMBOSACRA, DE LA COLUMNA LUMBAR Y DE LA PELVIS
S330;S00-T88;S30-S39;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL ABDOMEN, DE LA REGIÓN LUMBOSACRA, DE LA COLUMNA LUMBAR Y DE LA PELVIS
S72;S00-T88;S70-S79;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DE LA CADERA Y DEL MUSLO
S80;S00-T88;S80-S89;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DE LA RODILLA Y DE LA PIERNA
S40;S00-T88;S40-S49;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL HOMBRO Y DEL BRAZO
S02;S00-T88;S00-S09;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DE LA CABEZA
S620;S00-T88;S60-S69;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DE LA MUÑECA Y DE LA MANO
S46;S00-T88;S40-S49;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL HOMBRO Y DEL BRAZO
T18;S00-T88;T15-T19;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;EFECTOS DE CUERPOS EXTRAÑOS QUE PENETRAN POR ORIFICIOS NATURALES
S520;S00-T88;S50-S59;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL ANTEBRAZO Y DEL CODO
T93;S00-T88;T90-T98;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;SECUELAS DE TRAUMATISMOS, DE ENVENENAMIENTOS Y DE OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS
S42;S00-T88;S40-S49;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL HOMBRO Y DEL BRAZO
T15;S00-T88;T15-T19;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;EFECTOS DE CUERPOS EXTRAÑOS QUE PENETRAN POR ORIFICIOS NATURALES
S71;S00-T88;S70-S79;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DE LA CADERA Y DEL MUSLO
S97;S00-T88;S90-S99;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL TOBILLO Y DEL PIE
S70;S00-T88;S70-S79;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DE LA CADERA Y DEL MUSLO
S53;S00-T88;S50-S59;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL ANTEBRAZO Y DEL CODO
S54;S00-T88;S50-S59;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL ANTEBRAZO Y DEL CODO
S331;S00-T88;S30-S39;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL ABDOMEN, DE LA REGIÓN LUMBOSACRA, DE LA COLUMNA LUMBAR Y DE LA PELVIS
S860;S00-T88;S80-S89;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DE LA RODILLA Y DE LA PIERNA
S73;S00-T88;S70-S79;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DE LA CADERA Y DEL MUSLO
T91;S00-T88;T90-T98;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;SECUELAS DE TRAUMATISMOS, DE ENVENENAMIENTOS Y DE OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS
S032;S00-T88;S00-S09;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DE LA CABEZA
S35;S00-T88;S30-S39;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL ABDOMEN, DE LA REGIÓN LUMBOSACRA, DE LA COLUMNA LUMBAR Y DE LA PELVIS
T31;S00-T88;T20-T32;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;QUEMADURAS Y CORROSIONES
S38;S00-T88;S30-S39;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL ABDOMEN, DE LA REGIÓN LUMBOSACRA, DE LA COLUMNA LUMBAR Y DE LA PELVIS
S95;S00-T88;S90-S99;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL TOBILLO Y DEL PIE
S56;S00-T88;S50-S59;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL ANTEBRAZO Y DEL CODO
S75;S00-T88;S70-S79;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DE LA CADERA Y DEL MUSLO
S11;S00-T88;S10-S19;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL CUELLO
S44;S00-T88;S40-S49;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL HOMBRO Y DEL BRAZO
S525;S00-T88;S50-S59;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL ANTEBRAZO Y DEL CODO
S332;S00-T88;S30-S39;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL ABDOMEN, DE LA REGIÓN LUMBOSACRA, DE LA COLUMNA LUMBAR Y DE LA PELVIS
S709;S00-T88;S70-S79;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DE LA CADERA Y DEL MUSLO
S831;S00-T88;S80-S89;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DE LA RODILLA Y DE LA PIERNA
S23;S00-T88;S20-S29;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL TÓRAX
S50;S00-T88;S50-S59;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL ANTEBRAZO Y DEL CODO
S74;S00-T88;S70-S79;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DE LA CADERA Y DEL MUSLO
S65;S00-T88;S60-S69;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DE LA MUÑECA Y DE LA MANO
S51;S00-T88;S50-S59;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL ANTEBRAZO Y DEL CODO
S14;S00-T88;S10-S19;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL CUELLO
S062;S00-T88;S00-S09;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DE LA CABEZA
S242;S00-T88;S20-S29;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL TÓRAX
S76;S00-T88;S70-S79;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DE LA CADERA Y DEL MUSLO
T16;S00-T88;T15-T19;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;EFECTOS DE CUERPOS EXTRAÑOS QUE PENETRAN POR ORIFICIOS NATURALES
S91;S00-T88;S90-S99;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL TOBILLO Y DEL PIE
T887;S00-T88;T80-T88;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;COMPLICACIONES DE LA ATENCIÓN MÉDICA Y QUIRÚRGICA, NO CLASIFICADAS EN OTRA PARTE
S026;S00-T88;S00-S09;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DE LA CABEZA
S84;S00-T88;S80-S89;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DE LA RODILLA Y DE LA PIERNA
S208;S00-T88;S20-S29;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL TÓRAX
S13;S00-T88;S10-S19;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL CUELLO
S31;S00-T88;S30-S39;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL ABDOMEN, DE LA REGIÓN LUMBOSACRA, DE LA COLUMNA LUMBAR Y DE LA PELVIS
T82;S00-T88;T80-T88;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;COMPLICACIONES DE LA ATENCIÓN MÉDICA Y QUIRÚRGICA, NO CLASIFICADAS EN OTRA PARTE
S26;S00-T88;S20-S29;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL TÓRAX
S37;S00-T88;S30-S39;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL ABDOMEN, DE LA REGIÓN LUMBOSACRA, DE LA COLUMNA LUMBAR Y DE LA PELVIS
T303;S00-T88;T20-T32;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;QUEMADURAS Y CORROSIONES
S060;S00-T88;S00-S09;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DE LA CABEZA
T95;S00-T88;T90-T98;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;SECUELAS DE TRAUMATISMOS, DE ENVENENAMIENTOS Y DE OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS
S77;S00-T88;S70-S79;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DE LA CADERA Y DEL MUSLO
S061;S00-T88;S00-S09;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DE LA CABEZA
S36;S00-T88;S30-S39;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL ABDOMEN, DE LA REGIÓN LUMBOSACRA, DE LA COLUMNA LUMBAR Y DE LA PELVIS
T782;S00-T88;T66-T78;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;OTROS EFECTOS Y LOS NO ESPECIFICADOS DE CAUSAS EXTERNAS
T19;S00-T88;T15-T19;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;EFECTOS DE CUERPOS EXTRAÑOS QUE PENETRAN POR ORIFICIOS NATURALES
T852;S00-T88;T80-T88;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;COMPLICACIONES DE LA ATENCIÓN MÉDICA Y QUIRÚRGICA, NO CLASIFICADAS EN OTRA PARTE
T754;S00-T88;T66-T78;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;OTROS EFECTOS Y LOS NO ESPECIFICADOS DE CAUSAS EXTERNAS
T26;S00-T88;T20-T32;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;QUEMADURAS Y CORROSIONES
S212;S00-T88;S20-S29;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL TÓRAX
T58;S00-T88;T51-T65;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;EFECTOS TÓXICOS DE SUSTANCIAS DE PROCEDENCIA PRINCIPALMENTE NO MEDICINAL
S41;S00-T88;S40-S49;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL HOMBRO Y DEL BRAZO
T783;S00-T88;T66-T78;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;OTROS EFECTOS Y LOS NO ESPECIFICADOS DE CAUSAS EXTERNAS
S030;S00-T88;S00-S09;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DE LA CABEZA
T28;S00-T88;T20-T32;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;QUEMADURAS Y CORROSIONES
S231;S00-T88;S20-S29;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL TÓRAX
S85;S00-T88;S80-S89;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DE LA RODILLA Y DE LA PIERNA
S271;S00-T88;S20-S29;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL TÓRAX
T27;S00-T88;T20-T32;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;QUEMADURAS Y CORROSIONES
T294;S00-T88;T20-T32;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;QUEMADURAS Y CORROSIONES
S55;S00-T88;S50-S59;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL ANTEBRAZO Y DEL CODO
S334;S00-T88;S30-S39;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL ABDOMEN, DE LA REGIÓN LUMBOSACRA, DE LA COLUMNA LUMBAR Y DE LA PELVIS
S45;S00-T88;S40-S49;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL HOMBRO Y DEL BRAZO
S270;S00-T88;S20-S29;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL TÓRAX
S272;S00-T88;S20-S29;TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS;TRAUMATISMOS DEL TÓRAX
D23;C00-D49;D10-D36;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] BENIGNOS
D17;C00-D49;D10-D36;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] BENIGNOS
D05;C00-D49;D00-D09;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] IN SITU
D22;C00-D49;D10-D36;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] BENIGNOS
D14;C00-D49;D10-D36;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] BENIGNOS
D27;C00-D49;D10-D36;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] BENIGNOS
D352;C00-D49;D10-D36;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] BENIGNOS
C07;C00-D49;C00-C97;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] MALIGNOS
C18;C00-D49;C00-C97;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] MALIGNOS
D329;C00-D49;D10-D36;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] BENIGNOS
C410;C00-D49;C00-C97;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] MALIGNOS
C50;C00-D49;C00-C97;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] MALIGNOS
D07;C00-D49;D00-D09;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] IN SITU
C73;C00-D49;C00-C97;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] MALIGNOS
C25;C00-D49;C00-C97;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] MALIGNOS
D24;C00-D49;D10-D36;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] BENIGNOS
D28;C00-D49;D10-D36;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] BENIGNOS
D360;C00-D49;D10-D36;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] BENIGNOS
C61;C00-D49;C00-C97;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] MALIGNOS
C64;C00-D49;C00-C97;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] MALIGNOS
C34;C00-D49;C00-C97;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] MALIGNOS
C44;C00-D49;C00-C97;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] MALIGNOS
D46;C00-D49;D37-D48;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] DE COMPORTAMIENTO INCIERTO O DESCONOCIDO
C74;C00-D49;C00-C97;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] MALIGNOS
D12;C00-D49;D10-D36;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] BENIGNOS
D34;C00-D49;D10-D36;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] BENIGNOS
C19;C00-D49;C00-C97;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] MALIGNOS
D359;C00-D49;D10-D36;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] BENIGNOS
C71;C00-D49;C00-C97;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] MALIGNOS
C43;C00-D49;C00-C97;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] MALIGNOS
D45;C00-D49;D37-D48;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] DE COMPORTAMIENTO INCIERTO O DESCONOCIDO
C05;C00-D49;C00-C97;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] MALIGNOS
D30;C00-D49;D10-D36;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] BENIGNOS
C63;C00-D49;C00-C97;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] MALIGNOS
D339;C00-D49;D10-D36;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] BENIGNOS
C62;C00-D49;C00-C97;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] MALIGNOS
C49;C00-D49;C00-C97;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] MALIGNOS
C17;C00-D49;C00-C97;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] MALIGNOS
D19;C00-D49;D10-D36;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] BENIGNOS
D18;C00-D49;D10-D36;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] BENIGNOS
D11;C00-D49;D10-D36;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] BENIGNOS
D31;C00-D49;D10-D36;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] BENIGNOS
D10;C00-D49;D10-D36;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] BENIGNOS
C67;C00-D49;C00-C97;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] MALIGNOS
C53;C00-D49;C00-C97;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] MALIGNOS
C66;C00-D49;C00-C97;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] MALIGNOS
C56;C00-D49;C00-C97;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] MALIGNOS
C412;C00-D49;C00-C97;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] MALIGNOS
C92;C00-D49;C00-C97;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] MALIGNOS
C21;C00-D49;C00-C97;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] MALIGNOS
C32;C00-D49;C00-C97;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] MALIGNOS
C52;C00-D49;C00-C97;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] MALIGNOS
C15;C00-D49;C00-C97;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] MALIGNOS
D361;C00-D49;D10-D36;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] BENIGNOS
C91;C00-D49;C00-C97;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] MALIGNOS
C01;C00-D49;C00-C97;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] MALIGNOS
C414;C00-D49;C00-C97;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] MALIGNOS
C72;C00-D49;C00-C97;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] MALIGNOS
C40;C00-D49;C00-C97;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] MALIGNOS
C22;C00-D49;C00-C97;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] MALIGNOS
C12;C00-D49;C00-C97;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] MALIGNOS
C00;C00-D49;C00-C97;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] MALIGNOS
C02;C00-D49;C00-C97;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] MALIGNOS
C38;C00-D49;C00-C97;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] MALIGNOS
C51;C00-D49;C00-C97;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] MALIGNOS
C413;C00-D49;C00-C97;TUMORES [NEOPLASIAS];TUMORES [NEOPLASIAS] MALIGNOS
